name,rating,time,comment
🍄,2,2022-05-20 22:04:13,什么都有，像一滩酒鬼的呕吐物
某条街,2,2022-04-16 08:09:52,看得我好累……许多陈旧的、使用过度以至于廉价的要素堆叠，熬成了一锅大杂烩。这五分钟负责华裔生活，这两分钟负责报税勾起美国人情节，这两分钟负责交代多元宇宙设定，这三分钟负责讲亲子关系，这两分钟负责讲大尺度段子（买票进场怎么没人查我ID？），这三分钟负责《瑞克和莫蒂》式多元宇宙串台脑洞。剧情/科幻/无厘头/华裔/亲情/爱情/大尺度从四面八方，各加猛料，洒了两个小时鸡血，让人在电影院里觉得格外疲惫漫长。情节一路狂奔向多方和解大团圆，妈和女儿从来没有互相伤害的意愿，真是恭喜发财。只有石头的部分，能令人眼前一亮。
将心堂,2,2023-03-14 01:42:23,一部几乎可以称之为烂片的电影，居然七项奥斯卡？一个指鹿为马的时代。
大奇特(Grinch),2,2022-05-19 11:01:55,电影透过伊芙琳在各种平行宇宙中的多样性来玩花活，叙事和表演用力过猛。一直感觉这位导演重小细节创意不重大戏剧结构，对世界观的阐述对白和介绍文字过多，像在看中英文说明书，他还不具备积累足够戏剧张力和情绪烘托的能力。其长处是视觉层面有硬核的东西，有剪辑思维的观众可能会觉得新颖，导演的屎尿屁口味从《瑞士军刀男》延续下来，能抓住很多视觉high年轻观众。导演的作者表达和我同样不喜欢的《青春变形记》异曲同工，集中在东西方教育问题的碰撞，对西方观众进行了一番东方家庭价值观的巡礼，包括代际关系、取向观念和自我接纳等等。
飞骑斥候,2,2022-05-24 09:30:42,很少有这种越看越想放弃的电影，平行宇宙不是什么新鲜概念，里面每个人都很惊风，每隔五分钟就瞎打一通，有人说这是ta这辈子看过最好的电影，真想不通。。。
九苍,2,2022-04-29 06:27:11,看了个变种漫威/DC超英片“洗衣侠”。中间有挺长一段生理极度不适，把王家卫李安库布里克拼在一起后导致的燥狂症大爆发。
陈有为,1,2022-03-22 14:58:28,反复强调一下，本土华裔不是中国人，和国籍没关系，差异是身份和文化认同感。所以这类反映华裔的片子，我们看起来觉得无感、难受。
zidane,2,2022-05-23 02:55:28,2022年了，亚裔还在开洗衣店，女儿还在叛逆自私，男人还在一言不合就功夫，家庭三代还在烦恼代沟通矛盾，结局还在用爱感化一切。天马行空？ 包装和内核强烈的对比反而衬得主创团队是多么没有创意和脑洞！
肥宅拖延有救否,2,2022-07-07 15:12:00,耐着性子看了一个小时觉得很无趣，但是想着已经浪费了一个小时再坚持一下吧也许后面会有意想不到的惊喜呢？看到最后发现好吧我浪费了两个小时🥹😅
用户86521476,1,2022-05-19 01:03:39,"屎一样的美式政治正确，女同，肥胖，华裔，夹杂着恶俗的黄色段子，最后莫名其妙的爱与救赎。
感动？
抱歉。
可能只有香蕉人会感动，毕竟伟大的白人眼里终于有他们了。"
