name,rating,time,comment
🍄,2,2022-05-20 22:04:13,什么都有，像一滩酒鬼的呕吐物
某条街,2,2022-04-16 08:09:52,看得我好累……许多陈旧的、使用过度以至于廉价的要素堆叠，熬成了一锅大杂烩。这五分钟负责华裔生活，这两分钟负责报税勾起美国人情节，这两分钟负责交代多元宇宙设定，这三分钟负责讲亲子关系，这两分钟负责讲大尺度段子（买票进场怎么没人查我ID？），这三分钟负责《瑞克和莫蒂》式多元宇宙串台脑洞。剧情/科幻/无厘头/华裔/亲情/爱情/大尺度从四面八方，各加猛料，洒了两个小时鸡血，让人在电影院里觉得格外疲惫漫长。情节一路狂奔向多方和解大团圆，妈和女儿从来没有互相伤害的意愿，真是恭喜发财。只有石头的部分，能令人眼前一亮。
将心堂,2,2023-03-14 01:42:23,一部几乎可以称之为烂片的电影，居然七项奥斯卡？一个指鹿为马的时代。
大奇特(Grinch),2,2022-05-19 11:01:55,电影透过伊芙琳在各种平行宇宙中的多样性来玩花活，叙事和表演用力过猛。一直感觉这位导演重小细节创意不重大戏剧结构，对世界观的阐述对白和介绍文字过多，像在看中英文说明书，他还不具备积累足够戏剧张力和情绪烘托的能力。其长处是视觉层面有硬核的东西，有剪辑思维的观众可能会觉得新颖，导演的屎尿屁口味从《瑞士军刀男》延续下来，能抓住很多视觉high年轻观众。导演的作者表达和我同样不喜欢的《青春变形记》异曲同工，集中在东西方教育问题的碰撞，对西方观众进行了一番东方家庭价值观的巡礼，包括代际关系、取向观念和自我接纳等等。
飞骑斥候,2,2022-05-24 09:30:42,很少有这种越看越想放弃的电影，平行宇宙不是什么新鲜概念，里面每个人都很惊风，每隔五分钟就瞎打一通，有人说这是ta这辈子看过最好的电影，真想不通。。。
九苍,2,2022-04-29 06:27:11,看了个变种漫威/DC超英片“洗衣侠”。中间有挺长一段生理极度不适，把王家卫李安库布里克拼在一起后导致的燥狂症大爆发。
陈有为,1,2022-03-22 14:58:28,反复强调一下，本土华裔不是中国人，和国籍没关系，差异是身份和文化认同感。所以这类反映华裔的片子，我们看起来觉得无感、难受。
zidane,2,2022-05-23 02:55:28,2022年了，亚裔还在开洗衣店，女儿还在叛逆自私，男人还在一言不合就功夫，家庭三代还在烦恼代沟通矛盾，结局还在用爱感化一切。天马行空？ 包装和内核强烈的对比反而衬得主创团队是多么没有创意和脑洞！
肥宅拖延有救否,2,2022-07-07 15:12:00,耐着性子看了一个小时觉得很无趣，但是想着已经浪费了一个小时再坚持一下吧也许后面会有意想不到的惊喜呢？看到最后发现好吧我浪费了两个小时🥹😅
用户86521476,1,2022-05-19 01:03:39,"屎一样的美式政治正确，女同，肥胖，华裔，夹杂着恶俗的黄色段子，最后莫名其妙的爱与救赎。
感动？
抱歉。
可能只有香蕉人会感动，毕竟伟大的白人眼里终于有他们了。"
斯普特尼克恋人,2,2022-05-19 23:44:56,看完第一反应是今敏去世的太早了。。什么人都敢来霍霍一下
空白岸,1,2022-05-19 10:46:55,我不知道《瑞克和莫蒂》什么时候开了速成班，然后这货学的还是最无聊的那一部分。一直想说大部分“多元宇宙”电影的想象力其实都很贫瘠，它们首先在面对自身的时候就已经承认了自己的溃败，在这个基础上再“多”也只是单一“论据”的叠加。“多元宇宙”解决问题的思路其实是一种论文思路，好像“论据”多了自然就能证明出来什么。但是它没有勇气引用超出自己的“论据”——也即没有办法处理真正意义上的“多元”，也没有办法展现节奏性的时间，更没有办法思考自身，它只想要自己成为Everything，自己去到Everywhere，还要At Once！好自卑的电影啊。
广末凉茶,2,2022-05-19 20:53:07,我舍友说，在另一个平行宇宙，郭敬明导演拿了五次戛纳大奖。
夏,2,2023-03-13 12:40:25,？奥斯卡你没事吧
Raphael,2,2022-06-26 12:41:50,看似天马行空，实际花里胡哨，乱七八糟。故事稀碎，又臭又长。总结：浪费时间。
Kusa,1,2022-05-27 12:15:58,很多时候，豆瓣评分都是为了装逼。为了装与众不同，为了装逼格高。一部很不错的好片也总有大量装逼人士打低分。而一部烂片为了显示逼格高则有大量人打高分。这都是同一帮人。这部片子就是典型。看完了我只有一个概念：杨紫琼联合她的成龙老公处理她跟他们的女儿洪金宝之间的感情关系。
Nébuleuse,1,2022-05-24 13:49:13,恕我欣赏无能，简单来说就是：眼花缭乱，色彩缤纷的一顿窜稀。
等待戈多,1,2022-05-18 20:15:01,坚持了五十分钟依然看球不懂，聒噪程度堪比高铁上被一车厢外放抖音的乘客包围。被吹爆的脑洞大、多重宇宙是一点没看出来，论故事性被《蝴蝶效应》吊打，论脑洞也就勉强顶得上RM的一集。人物逻辑和表演甚至剪辑思路都和美漫如出一辙，那么问题来了，为什么不直接做动漫？纯脑洞玩不动了来个母女关系结束故事，试问开篇做成那样，谁能和人物共情？看着画面里的杨紫琼内心毫无波澜，脑子里只有一句话：真的吗？我不信。
你读不是特种兵,1,2022-05-22 19:59:10,看了5天才看完，豆瓣推出负一星吧，只有负一星才能治疗我看这片尬出的内伤，脚趾抓地把家里的地板都抓坏了
啊这2333,1,2023-03-13 16:22:34,你的奥斯卡的荒诞有一种zzzq的尬美，这种程度的无厘头甚至不如周星驰手中最次的作品。奥斯卡的评委是好片看多了看不出什么是大杂烩烂片吗？
企鹅博物馆,1,2022-05-19 00:23:58,我也很想让豆瓣回到不是任何一部模式化的动漫化的大数据化的垃圾都能被一窝蜂打五星推到9分的时候
布丁加冰,1,2022-12-15 00:46:09,抱歉。不能打负分真的好痛苦。
sound of silenc,1,2022-05-21 18:44:02,毕生之学也无法骂出心中所想
bbbbaai,1,2022-04-19 14:23:53,呵呵，我觉得很一般，被过誉了。港普中不中英不英，说话又快又含糊不清。弱鸡长得很像成龙大哥的声音很娘的丈夫。和税务婆婆香肠手指爆浆爱恋。母女拉扯情绪敏感随时爆炸无法沟通。花里胡哨莫名其妙爆菊甩丁丁吃桌下的口香糖骂脏话。画面莫名其妙混乱不堪恕我不能欣赏这种艺术表现。石头的场景和对话很妙，但是后面升华的母女羁绊实在让我脚趾抓地地铁老人看手机脸。不得不承认，对西式华裔服化道的审美，我觉得非常变扭和诡异。
夯亨,1,2022-05-24 14:33:26,这是电影？抖音刷多了智商都降到零了吗？
方枪枪,2,2022-05-18 21:37:30,看的如坐针毡，虽然有很多经典电影的致敬，但本身却是母女战争与和解主题下，借以多重宇宙的外衣，以及极度放飞自我的自嗨。
老孙,2,2022-05-18 22:47:25,披亚洲人的皮（全是刻板印象），讲一个老土的美式family故事，还搞一堆花里胡哨重点不明的噱头，味同嚼蜡还有点想吐。我觉得亚洲人应该更懂家庭关系羁绊的复杂性，而不是用一句love解决一切。另外，女儿的造型，可以直接去韩国女团里发展了。
芦哲峰,1,2022-05-21 11:44:43,乱糟糟，闹哄哄，一场游戏一场梦，两个石头两个蛋，扯吧。
哈比比,1,2022-05-19 06:09:58,你们看的时候真的不会产生生理不适吗？感受不到rh吗？
肥羊1号,2,2023-01-16 11:37:10,极度混乱，喜欢说教，刻意煽情！普通话粤语英语混在一句话里真是糟心。又有点像模仿周星驰后期作品，有有点王家卫的影子。总之搞成了四不像。女儿对母亲极大的恶意完全不明了，一家子感觉也很模糊。杨紫琼的演技普通，还是第一代移民的刻板印象，面具化。年初最差影片。
沁云,1,2022-05-30 05:57:28,一部令我的眼睛、耳朵和大脑都感觉受到过度刺激的电影。主流社会道德的鸡汤，似乎不被包装成这样一部充满声光电刺激的作品，就没法再灌入当今观众的缺乏长期注意力的头脑和几乎已在各种强刺激中麻木掉的视觉与听觉。与overwhelming至极的视听符号相对应的，则是极其贫乏且俗套的叙事能力，况且影片所采用的隐喻符号，常常都是恶俗并“审丑”式的。想知道用一个面包圈能如何讲好人生道理？建议编导可以看看Dr. Mark Epstein在《Trauma of Everyday Life》一书中是如何做到的。跟我一起去影院的女儿看得很开心很感动，但我真的很悲观也很感慨，因为这部电影和其他好莱坞大片一起代表着他们Gen-Z一代美国年轻人所面对的贫瘠而单向度的视觉文化。
深森,2,2022-05-22 16:36:58,已阅 狗屁不通
三分钟之内,2,2023-03-14 09:01:31,只有我半途而废吗  前半小时扑面而来的窒息混乱感和华人刻板印象  脑瓜子嗡嗡的
发条饺子,2,2022-05-20 23:01:53,花里胡哨的塑料感，让我想起儿时崇拜的金句大师贾志新说过的，我不管她本质怎么样，这现象我受不了。我管这种电影叫海王电影，搞得太多，却不负责。
宅蘑菇Moku,2,2022-05-23 11:57:13,"▫️本人，科幻+奇幻片重度爱好者+泪点极低，看了这部电影不喜欢也丝毫不感动…年度期待很高失望很深排名前3了。
▫️如果本片不把落脚点搞在假大空的夫妻感情和母女感情上，专注于多重宇宙，效果也许会稍稍好一点。落脚亲情的科幻很多，这套路本身没问题，但本片因为把所有时间都用于多重宇宙的炫技，我在任何一个宇宙里都看不到一点点这一家四口的亲情联系，只想让他们好聚好散赶紧拉倒，互相都是“没有你我过的更好”！！能打动人的亲情关系是要落在细微的生活里才能产生共鸣的，全片只靠最后一段假惺惺big words和两块PPT石头来说大家很相爱，对不起，不买账，这和我们熟悉的“这都是为你好，我很爱你啊！”没有区别！！
▫️至于本片的想象力，不错，但我个人也不喜欢那些生硬塞入其中的低俗段子。"
ice,1,2023-03-13 22:05:14,讲真看不下去。。。乱七八糟闹哄哄，还有不少恶俗辣眼的不适场景，核心也就是美国人眼中亚裔家庭的矛盾，完全无法共情。
Mona Lishark,2,2022-05-19 23:54:17,"这个故事中母女关系的部分我始终不能共情，这对母女没和解之前的状态，已经是很多母女努力尝试解决后的状态了。你都能和你妈出柜了，你已经赢了90%的女儿，我一个要饭的乞丐根本共情不到有钱人对食物的抱怨。

杨紫琼的角色也没有真的吃过苦，无论在哪个宇宙，都有人在精神和情感上支持她，就这一点她已经又跑赢了90%女性，她甚至都没有过真正的孤独。不知道，也许她有一些精神上的困扰吧，可以选择就医或找个正念教练。

这部电影根本也无从谈“美”，它的“美”像它本身一样充满了刻板印象。科幻的部分不值一提。"
磷火,2,2022-05-18 23:13:25,谢谢你浪费了我人生两个小时的点卡。
Qtn,2,2022-05-23 13:13:57,为什么融两个三个梗就是抄袭，融一百个梗就能成为wildly original modern masterpiece？不理解
王伟宁,1,2022-04-02 22:52:12,第一次看完电影想把票钱要回来
晚不安,2,2022-05-19 00:25:02,高概念、动作戏、迷影梗和恶趣味交相辉映，加上俩导天马行空的视觉想象力，至少是保证了一个蛮与众不同的观影体验。但本以为会从混乱的跳转中提炼出某种真挚的情感，结果只是纯粹满足于光怪陆离的形式变化。一会儿陷入nothing matters的虚无主义，一会儿又看到每种可能性中值得把握的美好，实在难以理解各种转折之间的衔接逻辑，无论母女关系还是夫妻关系的和解都显得莫名其妙。
刘羽茜,1,2022-04-30 20:05:18,清一水的好评真太诡异了，这绝不是普罗大众都喜欢的风格，我知道他们想表达什么，至于表达方式实在是来不动，几度想离场
醍醐灌饼,2,2022-05-19 02:26:11,内核或许是虚假的，但从戏剧角度上是可以的。问题是角色只是意象，忽略演员的存在，甚至无法对情景作出一点点有意义的回应，一切反应都是其他烂片的印象式拼贴，是唯编剧意志的，当然可以节奏很快，因为没有真实的速度。如果电影不能自我思考，就算看起来是原创的，也只是杂交乱伦的产物。
Divano,2,2022-05-29 23:30:10,建议不会讲故事的导演不要拍电影。我真的会谢。实在太怪了。导演更适合去拍mv 全是元素堆砌 啥都带上一点 啥都讲不好…说它元素设定新奇吧 内核又刻板腐朽 说无厘头吧 它又太认真到完全不好笑 想搞点禅意 但又完全点错穴位 太太太太怪了（（首先需要宇宙跳跃才知道人类是多么small&stupid就已经够stupid的了 就好像有人神神秘秘说告诉你个很特别的事 让你去洗个耳朵 洗完一听 原来说的是1+1=2
麻绳,2,2022-05-19 21:57:24,用天马行空的方式，讲了一个关于包容、理解和放手的故事，但对我来说，共情度为零。那些炫技式的剪辑，杂耍般的动作场面，还有直白的鸡汤台词，都像劣质冰激凌一样，似乎香气扑鼻，但口味廉价，毫无回味。
桃莫莫,2,2022-05-18 23:01:58,胡乱吹捧的电影，又长又臭，乱七八糟，前面不断的宇宙跳跃，各种闪回，特别是税务审查那段，闪来闪去让我头晕脑胀差点吐了，这真的是我看电影以来第一部感觉到生理不适的影片，佩服。还有影评中吹捧的创意，一看就是未经打磨，想到就写，所以处处显得简陋牵强又不够精致缺乏逻辑叠加，就像小孩子天马行空，胡思乱想一通的玩意，你管这种东西叫创意？
冰山的阴影,1,2022-05-19 15:54:46,非常蠢。简而言之就是把现实当中所有的不如意都归咎于假想出的邪恶势力，来替代自己过往每一个细微的选择犯下的错；同时再假想出N个平行时空里的自己，通过机械降神的方式拯救现实当中无力挽回的困局，顺带还拯救了全宇宙。这种中二的梦只有目中无人到一定境界的美国人才会做吧。还整得花里胡哨的美其名曰「天马行空」，真的是搞笑。Ps:看完去搜了导演执导的上一部作品，果然我也是给的一星，从此拉黑不送。
抗日奇侠楚子航,2,2022-05-28 19:11:25,像是导演编剧集体抽完大麻后整出来的一堆自以为很有想象力的东西，太混乱了，看得人很累，不喜欢低俗梗，讨厌刻板印象，厌倦了用爱感化世界的俗套结尾，get不到
goled,2,2022-05-29 00:06:42,大概是我近期看过最烂的片了吧
密斯赫,2,2022-05-19 12:00:00,一锅乱炖是如何被吹上天的
stream,1,2022-05-18 21:29:54,恶俗到无法理解的史诗级粪作
𝓕𝓵𝓮𝓪𝓫𝓪𝓰,2,2022-12-29 22:54:51,补标. 怎么看都是年度最被过誉的电影……
费德里科维奇,1,2022-05-22 13:35:54,很显然不是亚裔性少数女性在家庭压力下写出来的剧本。两位导演在校时期都见过，客观事实就是我们学校电影系确实烂啊，还只会拍mv+元素堆砌+无论是谁都认为自己是全宇宙最具有lgbtq表达欲的人。这种亲情关系可以瓦解成杀母之恨又可以提纯到宇宙万物的答案，可以神乎其神穿越一切，但多少个宇宙过往云烟后你妈还是你妈，恭喜你，你这辈子无法摆脱。
纸月亮🌙,2,2022-04-24 04:52:46,"1.全体亚裔都是什么鸟语，听中文得看英文，中国人比美国人难受
2.美籍华人奴颜婢膝，明明中国进入2022年了，他们却仿佛被遗弃在旧金山上个世纪的唐人街里
3.理解了导演为什么会找成龙，成龙也一定会拒绝的原因，最终找了个代餐
4.老爹是大爆炸中餐店老板
5.有邪典气质但又不够邪，算是乱点吧，就像男主吐槽“我还是有点乱”；有cult片气质但又不够俗……脑洞方面有点像《坠入》，但是塔西姆·辛的审美那是别想了
6.导演拍过《瑞士军刀男》，我终于知道这若有若无的土尬感哪里来的了
7.想了想它的定义应该是动作片？
8.杨紫琼，以往总觉得她长得苦演的苦，这次全靠她死撑
9.人自我定位《天马行空》挺好，你偏得《瞬息全宇宙》，配吗？
10.美国越来越拉了，以前移民，追美国梦！现在…不移民，祖父悖论闺女就没了"
skywalker,2,2022-05-24 21:48:25,"脑洞很好，但是，无论在不精英文化主导的社会里，我都讨厌那种矮胖蠢丑黑的同性恋角色，我就不喜欢，搞你m的zzzq恶心人。
被爱的前提是值得被爱，明明是个一无是处的人没有任何吸引别人的点，却要对影自怜假模假式地对抗世界。在现实中女儿这种屌丝是没可能碰到基友那种瞎猫的，出了柜还不考虑外公身体状况硬着脖子要官宣，不是nt？
杨紫琼自己被爱冲昏头脑跟男人跑了，一把年纪后埋怨老爹当年不拦着自己，埋怨丈夫没出息埋没了自己。
明明就是一家子卢瑟，过得不好的最大原因就在自己，没文化得报个税都走不好正常流程还怪别人。建议改名捞比的自我救赎。
最后近年华裔形象让我看到了原本生活在带清底层的劳工固守封建残余在🇺🇸价值观的冲击下会发展成什么鬼样子，捞比的孩子继续捞比，有你m的优越感呢？当然不包括拐零那样的天龙人。"
老睿,2,2022-05-22 18:38:35,《重生之我的女儿变成了1000个亚逼》，真的很讨厌这种想象力，甚至跟《青春变形计》里的华人家庭配置一模一样：爸爸温柔体贴，妈妈神经质焦虑无法沟通，老掉牙的母女对抗与和解…在如此华丽的视效外包装下，竟然剥落出一个这么萎缩的内核，我能说我觉得李焕英都比这个更朴素感人么……
TWY,2,2022-05-19 18:47:05,罗伯特·麦基在每个宇宙都是罗伯特·麦基。
宋雯婷,1,2022-05-19 01:34:35,一段一段的大道理，一段一段地用语言去质疑人们的认知，但一切的根基都是“可能”本身，一切可能性又全部都是元素的堆砌，毫无论证，无限疯批… 弱到我奔溃。太无脑了。杨紫琼不错，女儿是什么鬼，真的不是关系户？今年看的最烂的电影。
灰橙,1,2022-05-24 23:38:07,这什么玩意儿？八十年代的美国中式家庭吗？挺简单的主旨拍的乱七八糟。这TM也叫天马行空？千万别上中国院线，纯属骗钱！
她还没有死,1,2022-05-23 17:21:42,只有我一个人觉得导演自作聪且明整部电影乱到不行吗？
5,1,2022-05-15 07:05:03,请还我星期六美好的两个小时
Paterson,2,2022-05-18 08:14:06,就这？就这？就这？继续用我对《瑞士军刀男》的评价：看了几个油管混剪就敢出来拍片了，胆子真大。希望两位导演不要让这种评价在你们的每部电影里都出现，加油！
有只骗子,2,2022-05-21 03:01:21,我到底做错了什么，这把年纪了要看这么个疼痛青春玩意🙄️ 叼着这可怜的、一丁丁那么点的想象力就想吞大象，像刚存了200块就想落定买深圳湾一样，你睡醒未啊？拿来主义，打各种电影百家布补丁，好难看啊，你想讲什么啊…… 不会就是家庭爱吧…… 内涵空洞，剧本垃圾，剪辑裹脚布（看了前40分钟就想关掉），以上种种更突出了营销翻车，什么视觉奇观，肉眼可见的省钱，男主人肉眼可见的便宜。太尴尬了😅，脚扣地眼翻烂。值得一夸的只有女儿的演员，演得蛮好的even in this mess😅 再也不敢信营销货了，真尼玛虾仁。🍤
空蝉_?,1,2022-05-19 00:42:34,可惜不能打0分
nina,2,2022-06-07 11:46:15,2个小时的电影，看了5次才看完，看一次睡着一次，就神奇，结尾强行说教也是大可不必，真的，爱的方式千千万万，放过彼此吧
foraDream,2,2022-05-19 11:53:21,这俩导演拉黑了
奔跑吧大叔！,2,2022-04-04 23:12:33,欣赏不来。过于无厘头又把剧情切得稀碎不仅让人难以投入又没法完全放弃理解而娱乐不起来。选角和剧本在华人设定下互相绑架。一比较终于体会到星爷的功力了。
Leslie御手洗洁,1,2022-05-18 22:38:11,这种电影怎么会有这么高分？
不莱梅的音乐家,1,2022-08-23 19:17:56,很久没看过这么难看的电影了，这些小把戏最多做成动画片，不适合做成电影，以及我真的不想在电影里看见假JB
Syfannn,2,2022-05-18 13:16:48,怀疑和好评们看的不是一部电影，每一分钟我都想问这是在干什么，乱七八糟。还以为我的电影审美和幽默感出问题了。导演是不是看过《叶问4》。我就是这个宇宙的杨紫琼，我是成功之母。华裔导演用轻松的笔触去写父权虎妈，最后也就囿于这一方阴影了。妈就算成了超级英雄还要逃避女儿的追杀，爹软弱无存在感还得硬写闪光点，东亚女真可怜。
黄小邪,2,2022-08-12 03:37:14,怎一个乱字了得。现在空洞都需要炫目乱剪辑来掩人耳目故弄玄虚吗。
石矶娘娘,2,2023-03-15 20:32:50,创意很好但真的看腻了爱是一切的答案 并且对母女生生世世捆绑在一起的自我感动感到非常可怕
冰山李,1,2022-11-27 20:00:49,这么点贫穷的想象力和内容，15分钟片长不能再多了（2022.6.5看过）
甲鸟,2,2023-06-13 01:47:55,那两个石头让全世界都安静了，就到此为止结束这场闹剧不好吗？各种烂梗小聪明屎尿屁以为误点开好莱坞周星驰宇宙，过半小时后发现像春晚一样无聊家庭观内核也差不多，还好没去影院看，导演这部很影响我本来要看瑞士军刀的心情怕再踩雷，来生再做夫妻交税做洗衣侠生娃……别了最恐怖的事莫过于此！
代果与舒格思,2,2022-06-04 00:17:01,观感体验极差…  想讲一堆东西，依旧是华裔的皮，美籍的表达方式，就像电影里的女儿混合下的产物。
mioooy,2,2023-03-13 16:13:44,好莱坞的电影现在已经恶心到这种程度了吗？ 还有这么多人捧臭脚是真的难绷. 取关了一堆给这片打五星的大v🤣能喜欢这种片子的人跟我真的不在一个世界
nightsnowaix,1,2022-05-19 05:13:03,45分钟的前戏都没把我给支棱起来，我还是萎了弃了，确定男主角不是AI换脸装路人的成龙吗？纯属个人智商低下没能力理解，你拍得一团混乱，我看得一头雾水。还有人像我一样停留在4G网络，被进化到元宇宙的世界抛弃的人吗请你举个手，让我知道自己不是一个人。
不懈不戒,2,2022-05-21 21:27:05,学渣理解中的多元宇宙就像被毕加索误读的汤姆森和爱因斯坦，徒剩满屏裂碎，可毕加索好歹对着追问敢于朝天放枪，这部电影却偏偏还要絮叨地自圆其说，连石头都不允许沉默（还奢谈什么爱的包容呢）。
下雨时,2,2022-12-18 18:53:26,欣赏不来，也不觉得搞笑，只觉得无聊
花地,2,2022-05-18 23:00:10,"想做up主的可以看看哦，想要进入影视行业,制作我们喜爱的电影和电视剧、综艺节目和短视频？这里有一份适合新手学习的后期资料包，附赠影视后期素材以及软件安装包，剪辑、特效、建模全都有，想做自媒体，抖音短视频，拍摄vlog，制作鬼畜 / 商业推广宣传片/ 定制设计做副业"
Fausto,1,2023-03-13 12:07:30,现在的奥斯卡已经彻底沦为zzzq的宣传平台了，以前能获七项奥斯卡的是指环王，现在已经沦为这种档次的电影了，真的是让人唏嘘
corneliawoo,2,2022-05-21 17:15:22,太难看了 跟青春变形记一样难看 原谅我无法跟一个为了让亲妈完全接受自己是女同于是试图毁灭全宇宙的自私华裔共情 更何况这电影还拍得节奏混乱 画面又丑又脏 好莱坞真的找不到年轻的好看点的华裔演员了吗？
水原吸管,2,2022-05-20 01:12:54,"沒想到我狂打好幾個哈欠，簡單的家庭Love&peace內核，卻注水了兩個多小時的混亂，上一部讓我吵到頭痛的電影大概是深作欣二的《蒲田進行曲》、湯淺政明《心靈遊戲》，全片像按著頭刷抖音地吵。

與媽媽同齡的媽媽，還有媽媽們的媽媽，還有比我年紀大的媽媽、比我年紀小的媽媽，總有一天明白媽媽也是會需要媽媽的瞬間，「媽媽們」何時才能做自己呢？到最後，秀蓮還不是作為女兒的媽媽、作為丈夫的妻子、作為父親的女兒⋯⋯"
妮可姐达蒙叔,1,2023-03-13 13:08:13,真他妈恶心，什么破逼烂片，看了不到一半就弃了，实在看不下去！演员演的也不咋地啊，怎么得奖的🤮是别的片都更烂吧！
Silvancat,2,2022-12-29 22:10:14,观影体验是一派乱糟糟……
暴徒,1,2022-05-18 17:57:22,这年头好好讲故事就这么难么，纯烂片
懒羊羊,2,2023-03-13 23:08:34,令人作呕的政治正确
灰狼,1,2022-07-11 15:36:10,最好的部分是两块石头 像Morton在hyperobject引用过的那几格漫画 但其他地方基本看不下去 这宇宙跃迁启动按钮 就跟现在人看到一则新闻便蹦出一个自动念头 一样无聊 这片子品质就是个漫威中下水平 如果有办法拯救一下 那或许得让塔西姆·辛来拍
鳕了了,1,2022-05-31 01:05:10,你们特么的管这叫喜剧…
苹果橙子梨,1,2022-05-31 16:25:01,"宣传海报独眼 共济会 光明会  世界新秩序 开头捂嘴？ 乱七八糟的家  女腔女性化地位地下婆婆妈妈哄老婆的男人  孩子唱诗班信洋教  啥比说话普通话混合英语  阿q精神胜利法  孩子是啥比同性恋 胖子 性暗示 女朋友是垃圾纹身  喜欢性感的摩门教徒hot Mormon look  男主人名字发音woman女人  偷税漏税 杂种混血  男主人到处贴谷歌眼 独眼共济会无处不在  “公公好，你的飞机好不好？”给外公叫公公（太监） （飞机指生殖器） 侮辱她祖先  不会说汉语 
给外国人洗衣服
整个电影都在教育你家：子女同性恋  女家长同性恋  男家长女性化+同性恋  烂的有理烂的响亮qnmd 坏透了  啥比 怎么会有这么坏烂的电影  负5分都不如  国人别被这坏比电影玩弄   评论都嫌脏了我的手 滚"
Lilli,1,2023-03-13 22:03:30,可以打零分，肯定打零分的
躲猫猫社社长,2,2022-05-29 03:08:42,我很想祝福亚裔在好莱坞的进步，但这个“进步”的代价是牺牲电影的价值。如果你把一下午刷过的抖音拍成一部电影，那你就得到这部正如其名的电影：吵闹，拥挤，冗长，没有任何情感，没有任何危机，因为你自己都说了“nothing matters”，观众为什么要在意？只有无数个几秒的小聪明、致敬，和说这么多等于什么也没说的空虚。
琧婯,2,2022-05-26 04:26:04,影片如片名，全部玩意扔你头上轰炸了属于，我差点睡着两次，除了石头宇宙还可以，其他真的太差了，这样一个电影是怎么被吹起来的啊？价值观和情节依然老套腐朽；亚裔依然刻板印象；多重宇宙的怪异激活方式本来创意还可以，但是随后毫无节制的滥用已经招人烦了有没有，就这么一个破烂三俗b级还要装逼的电影你要引进国内那绝对赔死啊。最后总结一下，这个片子就是一部毫无节制的，被莫名其妙拔高的开头有些创意但是后面收不住结尾更是灾难性的b级片，导演和编剧可能是把多少年他们做梦和拉屎的时候想到的所有妙点子、垃圾桥段、爱意满满、天马行空、自鸣得意、矫揉造作、不知所谓、乌七八糟、黄段子全灌装在这一部电影里了。
